"id","generation","time_period","primary_console","game_media","price","id-2","first_name","last_name","designation","age","salary","unit"
1057,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",1057,"ARRON","ALAMIN","Senior Analyst",25,55885,"Marketing"
1058,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",1058,"KARI","AN","Senior Manager",39,177412,"Web"
1059,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",1059,"ANGELINA","AMYS","Senior Analyst",26,69716,"Marketing"
1060,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",1060,"STEFANIE","ANGELOCCI","Analyst",22,49831,"Web"
1061,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",1061,"SON","AHLBORN","Analyst",24,48410,"Marketing"
1062,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",1062,"ED","ADE","Analyst",21,47201,"Management"
1063,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",1063,"KEVIN","AAS","Analyst",22,42384,"IT"
1064,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",1064,"JASPER","AGRIOS","Analyst",22,40808,"IT"
1065,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",1065,"CARROL","ALLAMONG","Analyst",21,44657,"Web"
1066,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",1066,"FREDERICK","ABETRANI","Analyst",21,46142,"Marketing"
1067,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",1067,"VINCENZO","ALMARZA","Associate",29,92590,"Operations"
1068,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",1068,"KATHLEEN","ALPERIN","Analyst",23,45755,"Marketing"
1069,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",1069,"ALPHONSO","AHYET","Analyst",22,44469,"IT"
1070,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",1070,"JEANNE","ALZAGA","Analyst",22,44744,"Web"
1071,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",1071,"ABIGAIL","ANDREOTTI","Senior Analyst",28,62659,"IT"
1072,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",1072,"WINFORD","ALLWOOD","Analyst",23,48317,"IT"
1073,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",1073,"CHELSEA","AMUNDSON","Analyst",22,49444,"Finance"
1074,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",1074,"IRIS","AMINI","Senior Analyst",28,61787,"Marketing"
1075,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",1075,"LUCIUS","ALLOWAY","Analyst",22,45179,"Management"
1076,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",1076,"KRISTOFER","ALLRED","Analyst",25,44428,"Management"
1077,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",1077,"SHANA","ANGLEMYER","Analyst",22,42819,"Finance"
1078,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",1078,"FABIAN","AHMAU","Senior Analyst",26,65110,"IT"
1079,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",1079,"JAMEL","ALBANI","Associate",28,93996,"Operations"
1080,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",1080,"ANA","ALVINE","Analyst",24,40406,"IT"
1081,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",1081,"SIERRA","ARCEO","Analyst",22,43923,"Management"
1082,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",1082,"LORENE","ANDERSEN","Analyst",24,43121,"Management"
1083,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",1083,"MAURICE","ABRANTES","Analyst",22,48246,"Marketing"
1084,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",1084,"HILLARY","ANTONIA","Analyst",23,45389,"Management"
1085,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",1085,"RUSSELL","ABDO","Analyst",21,47668,"Operations"
1086,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",1086,"MAC","ALEVRAS","Senior Analyst",25,51747,"Marketing"
1087,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",1087,"DERRICK","ABRAMOVICH","Associate",28,86702,"Operations"
1088,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",1088,"PAMELA","ALPERN","Analyst",21,42132,"Finance"
1089,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",1089,"IONE","ARKO","Senior Analyst",28,51640,"Management"
1090,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",1090,"TRISHA","ANDRLE","Analyst",23,47755,"Web"
1091,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",1091,"AGNES","AMAN","Analyst",22,49660,"Marketing"
1092,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",1092,"CELIA","AMOROSE","Analyst",21,49826,"Operations"
1093,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",1093,"LEE","AMMER","Analyst",21,46839,"Marketing"
1094,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",1094,"PENELOPE","ANTOINE","Analyst",21,48203,"Web"
1095,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",1095,"LIZZIE","ANGLEBERGER","Analyst",23,48869,"IT"
1096,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",1096,"BRITTNEY","ANDRULIS","Senior Manager",36,181470,"Finance"
1097,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",1097,"SHERYL","AMESQUIETO","Senior Analyst",26,69590,"IT"
1098,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",1098,"JACQUELINE","ALTENBACH","Analyst",22,45513,"Operations"
1099,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",1099,"GISELA","ARKONTAKY","Analyst",21,47769,"Finance"
1100,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",1100,"VIRGILIO","ALLENDE","Analyst",25,48171,"Management"
1101,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",1101,"HOBERT","ALLUMS","Analyst",23,45551,"Management"
1102,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",1102,"MARION","ACKLEY","Analyst",22,49206,"Marketing"
1103,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",1103,"SARA","ALTAVILLA","Associate",28,75658,"Operations"
1104,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",1104,"MARYBETH","ARDOIN","Analyst",21,40832,"Management"
1105,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",1105,"SHELLIE","ARGROW","Analyst",23,47376,"Web"
1106,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",1106,"ADALBERTO","ALIANO","Analyst",23,44220,"Web"
1107,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",1107,"AGATHA","ARGUDO","Senior Analyst",25,59246,"Marketing"
1108,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",1108,"SHEREE","APPEL","Analyst",25,49559,"Management"
1109,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",1109,"AIMEE","ANDRE","Analyst",22,44806,"Finance"
1110,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",1110,"CHARLOTTE","ALTRO","Analyst",22,49497,"Web"
1111,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",1111,"WILLIAMS","AHARONI","Analyst",23,40935,"IT"
1112,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",1112,"REYNALDO","AGER","Analyst",23,48309,"Operations"
1113,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",1113,"STEVEN","AARHUS","Analyst",22,49108,"Web"
1114,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",1114,"ELISE","ANGER","Manager",35,143333,"Operations"
1115,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",1115,"TERENCE","ADRION","Senior Analyst",26,52198,"Web"
1116,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",1116,"JESS","AGERTON","Analyst",25,41928,"Marketing"
1117,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",1117,"JENNIE","AMBROZ","Senior Manager",35,167378,"Operations"
1118,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",1118,"GORDON","ABRAHAMSON","Analyst",24,48164,"Management"
1119,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",1119,"DEANA","ANNAL","Analyst",24,45450,"Marketing"
1120,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",1120,"ZACK","ALLEVATO","Associate",32,78789,"Marketing"
1121,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",1121,"LATANYA","ARCIA","Analyst",22,44305,"Finance"
1122,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",1122,"JERROD","ALBRITTON","Analyst",22,45148,"Web"
1123,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",1123,"WILBUR","ADAMS","Analyst",25,48915,"Operations"
1124,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",1124,"EMMANUEL","AGGERS","Analyst",21,45223,"Marketing"
1125,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",1125,"DONNIE","ACTIS","Analyst",25,45485,"Web"
1126,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",1126,"JACQUELYN","AMPARO","Manager",32,130749,"Operations"
1127,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",1127,"LIONEL","ADLAM","Senior Analyst",25,68290,"Marketing"
1128,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",1128,"ROSA","ALTMAN","Analyst",23,41421,"IT"
1129,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",1129,"ALLYSON","ANTOLINI","Analyst",21,40363,"IT"
1130,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",1130,"ERASMO","ALLDER","Analyst",23,41904,"Management"
1131,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",1131,"KARLA","AMOROS","Analyst",23,49449,"Web"
1132,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",1132,"DORIAN","ALBREKHT","Analyst",25,43794,"IT"
1133,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",1133,"ROSEMARIE","ANAGNOSTOU","Analyst",22,42102,"Management"
1134,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",1134,"MARCOS","ADKINSON","Senior Analyst",28,54514,"Management"
1135,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",1135,"DARON","ALIMO","Analyst",24,43415,"Marketing"
1136,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",1136,"TOMMY","ABOUDI","Analyst",25,43528,"Marketing"
1137,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",1137,"ANDRES","ADAWAY","Analyst",22,47667,"Operations"
1138,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",1138,"CARMEN","AHUJA","Director",40,319742,"IT"
1139,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",1139,"RALEIGH","ALIER","Analyst",25,47477,"Finance"
1140,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",1140,"BETTY","ALMSTEADT","Analyst",24,44620,"IT"
1141,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",1141,"MARGOT","ARCHIBALD","Senior Analyst",28,69772,"Web"
1142,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",1142,"MOSES","AFANADOR","Analyst",25,48355,"IT"
1143,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",1143,"MILTON","ABTS","Analyst",23,41455,"Operations"
1144,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",1144,"DAMION","ALEXANDRE","Analyst",24,48581,"Operations"
1145,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",1145,"LAURI","ARANA","Analyst",23,43959,"Web"
1146,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",1146,"BRENDON","ALFEREZ","Analyst",24,41287,"Management"
1147,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",1147,"ABE","ALBERTO","Analyst",25,47183,"IT"
1148,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",1148,"TANYA","AMATO","Analyst",21,48546,"IT"
1149,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",1149,"JILLIAN","ANGELICO","Analyst",25,49773,"IT"
1150,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",1150,"MIRIAM","AMELL","Analyst",23,48772,"Management"
1151,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",1151,"FRANCESCA","ARAQUE","Analyst",24,41104,"Web"
1152,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",1152,"MARYLOU","ANTILLA","Analyst",25,40553,"Marketing"
1153,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",1153,"HENRIETTA","ANCHETA","Analyst",23,48272,"Web"
1154,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",1154,"MORTON","ALBACH","Analyst",25,43438,"Web"
1155,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",1155,"SAL","ALEJO","Analyst",24,48181,"Finance"
1156,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",1156,"ELBERT","ADUDDELL","Analyst",21,45331,"Finance"
1157,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",1157,"GLEN","ABRELL","Analyst",21,42458,"Finance"
1158,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",1158,"CARMELITA","ARMIJO","Senior Analyst",26,65875,"IT"
1159,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",1159,"GAIL","ALVARDO","Analyst",24,44108,"Operations"
1160,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",1160,"MARICELA","ANZALDO","Analyst",23,46164,"Finance"
1161,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",1161,"PAT","AMRHEIN","Analyst",23,42493,"IT"
1162,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",1162,"MARTY","ADLE","Analyst",22,46883,"Operations"
1163,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",1163,"FLORENCIO","ALFIERI","Analyst",23,48587,"Management"
1164,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",1164,"TRICIA","ANCRUM","Analyst",24,40950,"Management"
1165,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",1165,"AVA","ANTCZAK","Senior Manager",36,190618,"Operations"
1166,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",1166,"KATHARINE","ANICK","Analyst",25,48784,"Finance"
1167,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",1167,"AURORA","ANDRINGA","Analyst",24,44002,"Finance"
1168,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",1168,"GLORIA","ALSAQRI","Analyst",24,43597,"Operations"
1169,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",1169,"PHYLLIS","ALTERMATT","Senior Analyst",28,64432,"Web"
1170,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",1170,"SOPHIA","ANAYA","Senior Analyst",28,68884,"Operations"
1171,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",1171,"JEANINE","ANGST","Senior Analyst",25,50759,"Marketing"
1172,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",1172,"WILLIAM","AAKRE","Senior Analyst",27,69301,"Web"
1173,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",1173,"NOEL","ARMESTO","Analyst",23,46217,"Management"
1174,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",1174,"GENE","ABRUZZINO","Analyst",21,47261,"Finance"
1175,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",1175,"CHUCK","AGRESTA","Analyst",22,48818,"IT"
1176,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",1176,"MARCUS","ABLE","Analyst",22,48618,"Web"
1177,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",1177,"CATHRINE","ARKENBERG","Associate",31,91316,"Marketing"
1178,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",1178,"KEITH","ABBEY","Senior Manager",38,154106,"Management"
1179,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",1179,"MIKE","ABELA","Senior Manager",37,189307,"Finance"
1180,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",1180,"KENNY","ADAM","Analyst",22,44524,"IT"
1181,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",1181,"CORI","ARMITAGE","Analyst",25,40361,"Web"
1182,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",1182,"ANDREAS","ALLEGRINI","Analyst",22,44856,"IT"
1183,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",1183,"SHAWN","ABDULLAI","Manager",32,140762,"Operations"
1184,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",1184,"MARILYN","ALTADONNA","Analyst",25,47174,"Management"
1185,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",1185,"KARA","AMPARAN","Analyst",22,47967,"Finance"
1186,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",1186,"MAURA","AQUILINA","Analyst",24,48441,"IT"
1187,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",1187,"LUCILLE","ALUMBAUGH","Analyst",21,45425,"Operations"
1188,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",1188,"RALPH","ABBITT","Analyst",23,41404,"Finance"
1189,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",1189,"DIRK","AKIEREISEN","Analyst",21,41743,"Web"
1190,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",1190,"CANDICE","AMOR","Senior Analyst",25,52113,"Marketing"
1191,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",1191,"LINDSAY","AMERSON","Analyst",24,43150,"Marketing"
1192,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",1192,"VICKIE","AMBOISE","Analyst",22,40014,"IT"
1193,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",1193,"JERRELL","ALLTOP","Senior Analyst",26,59121,"Web"
1194,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",1194,"STEPHEN","ABALOS","Analyst",22,49418,"Marketing"
1195,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",1195,"MILES","AGLIAM","Analyst",25,41357,"Operations"
1196,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",1196,"REYNA","ARAUZ","Analyst",21,45856,"Operations"
1197,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",1197,"ABBY","ANNEN","Analyst",21,45316,"IT"
1198,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",1198,"GAYLORD","ALLGAIER","Analyst",21,40332,"IT"
1199,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",1199,"BERNICE","ALVERO","Analyst",22,41673,"Operations"
1200,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",1200,"ELOY","ALBRECHT","Analyst",25,45188,"Management"
1201,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",1201,"GIOVANNI","ALAN","Analyst",23,47847,"Marketing"
1202,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",1202,"ROLANDO","AERNI","Analyst",25,48268,"Finance"
1203,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",1203,"TRACY","ACKLIN","Analyst",21,48427,"Marketing"
1204,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",1204,"BRUNO","AIRHART","Analyst",21,44774,"Operations"
1205,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",1205,"SOPHIE","ANDEL","Analyst",22,42997,"Web"
1206,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",1206,"JAIME","ANDRADEZ","Analyst",21,48242,"Operations"
1207,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",1207,"CARLO","AKBAR","Analyst",22,43356,"Operations"
1208,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",1208,"PANSY","ARBO","Analyst",22,46543,"Web"
1209,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",1209,"TRACI","AMSTER","Analyst",24,41610,"Web"
1210,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",1210,"JILL","ALVAREZ","Analyst",22,41430,"Management"
1211,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",1211,"KATHRYN","ALTAMIRUNO","Analyst",24,46779,"Web"
1212,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",1212,"HUNG","ALAMILLO","Analyst",25,40786,"IT"
1213,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",1213,"ROSALINDA","ANTONIEWICZ","Analyst",25,49492,"Operations"
1214,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",1214,"LOYD","AHR","Associate",30,93212,"Web"
1215,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",1215,"REGINALD","ABSALON","Analyst",23,47691,"Web"
1216,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",1216,"HONG","ALLERS","Analyst",21,48127,"Marketing"
1217,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",1217,"CHERI","ANDREOLI","Analyst",23,42653,"IT"
1218,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",1218,"CANDY","ANG","Analyst",21,49237,"Web"
1219,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",1219,"VALERIE","ALVACADO","Analyst",24,49070,"Operations"
1220,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",1220,"RANDAL","AFFLECK","Analyst",25,47843,"Operations"
1221,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",1221,"ROB","AHHEE","Senior Analyst",25,56181,"Management"
1222,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",1222,"MARYANNE","APGAR","Senior Manager",39,197246,"Management"
1223,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",1223,"LAKISHA","ANYAN","Analyst",25,45986,"Management"
1224,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",1224,"MORGAN","ANGALICH","Analyst",24,41500,"Management"
1225,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",1225,"ESTELLA","ANDROES","Senior Analyst",25,60778,"IT"
1226,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",1226,"PRESTON","ADDERLEY","Analyst",21,41124,"Operations"
1227,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",1227,"SHAUN","ADAMCZAK","Analyst",23,40669,"Marketing"
1228,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",1228,"MALIK","ALLI","Analyst",24,45278,"Finance"
1229,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",1229,"BUD","ALEJANDRO","Analyst",25,45865,"Management"
1230,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",1230,"BENNIE","ADDUCI","Analyst",24,42662,"Management"
1231,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",1231,"FERNANDO","ACEE","Senior Analyst",28,67796,"IT"
1232,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",1232,"ZENAIDA","ARMSTONG","Analyst",21,43669,"Operations"
1233,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",1233,"LONNIE","ACERRA","Analyst",21,48626,"Marketing"
1234,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",1234,"JODY","AMSTERDAM","Analyst",24,45324,"Marketing"
1235,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",1235,"RONNY","ALANKO","Analyst",21,49247,"IT"
1236,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",1236,"CHARLIE","ABROM","Analyst",23,42737,"Finance"
1237,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",1237,"WILLY","ALEY","Analyst",22,45545,"Marketing"
1238,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",1238,"KRYSTLE","ARDOLINO","Analyst",24,44212,"Management"
1239,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",1239,"XAVIER","AGUON","Analyst",23,49736,"Marketing"
1240,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",1240,"LEONARD","ABELARDO","Analyst",23,49512,"IT"
1241,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",1241,"FREDRICK","ACORS","Manager",32,104916,"Operations"
1242,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",1242,"LARA","ANNESE","Senior Analyst",27,67198,"Marketing"
1243,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",1243,"BENITO","AGTARAP","Analyst",25,42637,"Web"
1244,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",1244,"NOLAN","AHARONOF","Analyst",21,45768,"Web"
1245,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",1245,"REGGIE","AHMED","Analyst",25,43259,"Finance"
